,,metric,chi-chi,chi-san,san-chi,san-san
results_np_std,LR-BW,np_std,0.025/0.341,0.003/0.588,0.01/0.346,0.019/0.581
results_np_std,LR-CORAL,np_std,0.02/0.355,0.039/0.412,0.015/0.343,0.01/0.627
results_np_std,LR-SA,np_std,0.017/0.359,0.002/0.452,0.047/0.283,0.006/0.593
results_np_P,RF,np_P,0.824/0.255,0.609/0.45,0.793/0.212,0.734/0.544
results_np_P,RF-FA,np_P,0.814/0.214,0.726/0.521,0.814/0.234,0.59/0.232
results_np_P,RF-BW,np_P,0.82/0.251,0.717/0.515,0.807/0.226,0.726/0.552
results_np_P,RF-CORAL,np_P,0.812/0.231,0.599/0.372,0.787/0.209,0.675/0.672
results_np_P,RF-SA,np_P,0.795/0.351,0.606/0.441,0.782/0.171,0.624/0.732
results_np_P,LR,np_P,0.835/0.245,0.603/0.39,0.787/0.211,0.766/0.571
results_np_P,LR-FA,np_P,0.834/0.221,0.728/0.604,0.799/0.214,0.753/0.415
results_np_P,LR-BW,np_P,0.814/0.222,0.734/0.572,0.819/0.221,0.732/0.519
results_np_P,LR-CORAL,np_P,0.83/0.25,0.606/0.396,0.713/0.209,0.774/0.56
results_np_P,LR-SA,np_P,0.838/0.238,0.606/0.393,0.779/0.202,0.735/0.613
results_np_R,RF,np_R,0.574/0.542,0.957/0.051,0.199/0.804,0.654/0.636
results_np_R,RF-FA,np_R,0.095/0.919,0.62/0.639,0.485/0.585,0.88/0.056
results_np_R,RF-BW,np_R,0.579/0.527,0.619/0.623,0.462/0.587,0.682/0.602
results_np_R,RF-CORAL,np_R,0.492/0.571,0.795/0.182,0.386/0.608,0.893/0.334
results_np_R,RF-SA,np_R,0.963/0.071,0.961/0.038,0.851/0.116,0.976/0.092
results_np_R,LR,np_R,0.449/0.667,0.505/0.489,0.106/0.894,0.665/0.687
results_np_R,LR-FA,np_R,0.185/0.861,0.761/0.563,0.25/0.764,0.157/0.921
results_np_R,LR-BW,np_R,0.307/0.738,0.706/0.606,0.244/0.799,0.602/0.661
results_np_R,LR-CORAL,np_R,0.511/0.609,0.568/0.434,0.03/0.955,0.637/0.713
results_np_R,LR-SA,np_R,0.373/0.731,0.467/0.532,0.489/0.483,0.763/0.576
results_np_AUC,RF,AUC,0.5784877827838566,0.531718682023218,0.4845849960666524,0.6898183660385135
results_np_AUC,RF-FA,AUC,0.0,0.6712113319442219,0.550076330782617,0.0
results_np_AUC,RF-BW,AUC,0.0,0.660076019508621,0.5392380271281795,0.0
results_np_AUC,RF-CORAL,AUC,0.0,0.4500435051404758,0.5076007532956686,0.0
results_np_AUC,RF-SA,AUC,0.0,0.4999642227463192,0.46987704116903867,0.0
results_np_AUC,LR,AUC,0.5788952299220482,0.553685915783207,0.47707902452978623,0.7244693517734069
results_np_AUC,LR-FA,AUC,0.0,0.6905467909234538,0.5205415146964171,0.0
results_np_AUC,LR-BW,AUC,0.0,0.7024420122272342,0.5428520346134592,0.0
results_np_AUC,LR-CORAL,AUC,0.0,0.5438342912096719,0.48509065770340176,0.0
results_np_AUC,LR-SA,AUC,0.0,0.553685915783207,0.47707902452978623,0.0
