,,metric,chi-chi,chi-san,san-chi,san-san
results_f,RF,f,0.592,0.494,0.321,0.646
results_f,RF-FA,f,0.399,0.55,0.571,0.547
results_f,RF-BW,f,0.595,0.559,0.548,0.651
results_f,RF-CORAL,f,0.632,0.522,0.442,0.621
results_f,RF-SA,f,0.687,0.476,0.664,0.532
results_f,LR,f,0.5,0.582,0.266,0.677
results_f,LR-FA,f,0.367,0.546,0.393,0.542
results_f,LR-BW,f,0.555,0.586,0.344,0.672
results_f,LR-CORAL,f,0.319,0.597,0.143,0.652
results_f,LR-SA,f,0.321,0.595,0.539,0.688
results_f_std,RF,f_std,0.01,0.013,0.019,0.007
results_f_std,RF-FA,f_std,0.018,0.004,0.002,0.008
results_f_std,RF-BW,f_std,0.01,0.003,0.003,0.003
results_f_std,RF-CORAL,f_std,0.037,0.018,0.053,0.031
results_f_std,RF-SA,f_std,0.02,0.008,0.005,0.011
results_f_std,LR,f_std,0.013,0.021,0.011,0.002
results_f_std,LR-FA,f_std,0.006,0.003,0.011,0.015
results_f_std,LR-BW,f_std,0.004,0.002,0.01,0.001
results_f_std,LR-CORAL,f_std,0.033,0.016,0.013,0.024
results_f_std,LR-SA,f_std,0.032,0.011,0.028,0.002
results_np,RF,np,0.657/0.351,0.736/0.12,0.321/0.322,0.687/0.583
results_np,RF-FA,np,0.423/0.307,0.533/0.576,0.629/0.356,0.694/0.32
results_np,RF-BW,np,0.659/0.353,0.549/0.574,0.6/0.356,0.698/0.577
results_np,RF-CORAL,np,0.724/0.289,0.755/0.163,0.477/0.309,0.762/0.404
results_np,RF-SA,np,0.827/0.167,0.726/0.091,0.804/0.142,0.769/0.167
results_np,LR,np,0.537/0.361,0.748/0.326,0.247/0.339,0.712/0.623
results_np,LR-FA,np,0.375/0.339,0.517/0.591,0.407/0.34,0.505/0.6
results_np,LR-BW,np,0.615/0.334,0.577/0.6,0.343/0.347,0.713/0.608
results_np,LR-CORAL,np,0.309/0.359,0.681/0.469,0.089/0.342,0.672/0.623
results_np,LR-SA,np,0.312/0.357,0.648/0.513,0.609/0.28,0.741/0.605
results_np_std,RF,np_std,0.012/0.351,0.016/0.12,0.024/0.322,0.008/0.583
results_np_std,RF-FA,np_std,0.024/0.307,0.004/0.576,0.003/0.356,0.007/0.32
results_np_std,RF-BW,np_std,0.013/0.353,0.004/0.574,0.004/0.356,0.013/0.577
results_np_std,RF-CORAL,np_std,0.054/0.289,0.004/0.163,0.069/0.309,0.009/0.404
results_np_std,RF-SA,np_std,0.035/0.167,0.011/0.091,0.014/0.142,0.001/0.167
results_np_std,LR,np_std,0.017/0.361,0.003/0.326,0.014/0.339,0.002/0.623
results_np_std,LR-FA,np_std,0.008/0.339,0.005/0.591,0.014/0.34,0.023/0.6
results_np_std,LR-BW,np_std,0.005/0.334,0.004/0.6,0.013/0.347,0.004/0.608
results_np_std,LR-CORAL,np_std,0.041/0.359,0.032/0.469,0.016/0.342,0.035/0.623
results_np_std,LR-SA,np_std,0.041/0.357,0.012/0.513,0.04/0.28,0.006/0.605
results_np_P,RF,np_P,0.827/0.253,0.608/0.434,0.763/0.204,0.733/0.538
results_np_P,RF-FA,np_P,0.763/0.2,0.736/0.461,0.831/0.25,0.62/0.437
results_np_P,RF-BW,np_P,0.829/0.255,0.731/0.465,0.831/0.245,0.728/0.548
results_np_P,RF-CORAL,np_P,0.803/0.237,0.621/0.628,0.778/0.206,0.664/0.65
results_np_P,RF-SA,np_P,0.791/0.232,0.6/0.308,0.78/0.164,0.628/0.899
results_np_P,LR,np_P,0.839/0.241,0.642/0.586,0.792/0.212,0.766/0.571
results_np_P,LR-FA,np_P,0.806/0.217,0.763/0.464,0.811/0.219,0.785/0.466
results_np_P,LR-BW,np_P,0.814/0.234,0.767/0.486,0.822/0.22,0.751/0.569
results_np_P,LR-CORAL,np_P,0.855/0.225,0.662/0.498,0.744/0.209,0.775/0.542
results_np_P,LR-SA,np_P,0.848/0.224,0.679/0.483,0.779/0.2,0.745/0.602
results_np_R,RF,np_R,0.545/0.574,0.934/0.072,0.203/0.764,0.646/0.637
results_np_R,RF-FA,np_R,0.293/0.661,0.418/0.768,0.506/0.615,0.789/0.253
results_np_R,RF-BW,np_R,0.548/0.577,0.44/0.75,0.47/0.644,0.672/0.611
results_np_R,RF-CORAL,np_R,0.666/0.388,0.962/0.095,0.348/0.63,0.895/0.3
results_np_R,RF-SA,np_R,0.869/0.143,0.919/0.054,0.83/0.127,0.992/0.092
results_np_R,LR,np_R,0.395/0.718,0.896/0.228,0.146/0.856,0.665/0.687
results_np_R,LR-FA,np_R,0.244/0.78,0.391/0.813,0.272/0.763,0.373/0.843
results_np_R,LR-BW,np_R,0.494/0.579,0.463/0.783,0.217/0.825,0.678/0.654
results_np_R,LR-CORAL,np_R,0.189/0.88,0.703/0.447,0.048/0.94,0.595/0.734
results_np_R,LR-SA,np_R,0.192/0.872,0.621/0.547,0.502/0.468,0.738/0.61
results_np_AUC,RF,AUC,0.5833411046747241,0.5360319877269709,0.46646270471286555,0.6897367939001213
results_np_AUC,RF-FA,AUC,0.0,0.6665330982529252,0.58317023051801,0.0
results_np_AUC,RF-BW,AUC,0.0,0.6503703661301032,0.575731864883549,0.0
results_np_AUC,RF-CORAL,AUC,0.0,0.5575469970004351,0.4944757681947127,0.0
results_np_AUC,RF-SA,AUC,0.0,0.5485783550477411,0.48190698228801643,0.0
results_np_AUC,LR,AUC,0.5765460916827576,0.6054570329494195,0.47507430451262245,0.7244693517734069
results_np_AUC,LR-FA,AUC,0.0,0.7061742953312115,0.5198704140742331,0.0
results_np_AUC,LR-BW,AUC,0.0,0.6957073019943673,0.5436257360127774,0.0
results_np_AUC,LR-CORAL,AUC,0.0,0.5792823941565728,0.48384457317218527,0.0
results_np_AUC,LR-SA,AUC,0.0,0.6054570329494195,0.47507430451262245,0.0
