,,metric,chi-chi,chi-san,san-chi,san-san
results_f,RF,f,0.684,0.504,0.374,0.69
results_f,RF-FA,f,0.165,0.684,0.682,0.482
results_f,RF-BW,f,0.673,0.666,0.649,0.68
results_f,RF-CORAL,f,0.56,0.533,0.169,0.692
results_f,RF-SA,f,0.719,0.559,0.679,0.64
results_f,LR,f,0.62,0.469,0.179,0.681
results_f,LR-FA,f,0.189,0.646,0.65,0.488
results_f,LR-BW,f,0.7,0.599,0.713,0.602
results_f,LR-CORAL,f,0.541,0.474,0.202,0.678
results_f,LR-SA,f,0.481,0.55,0.687,0.525
results_f_std,RF,f_std,0.007,0.014,0.083,0.004
results_f_std,RF-FA,f_std,0.014,0.003,0.003,0.005
results_f_std,RF-BW,f_std,0.01,0.003,0.01,0.002
results_f_std,RF-CORAL,f_std,0.035,0.028,0.068,0.004
results_f_std,RF-SA,f_std,0.004,0.011,0.003,0.015
results_f_std,LR,f_std,0.011,0.005,0.017,0.002
results_f_std,LR-FA,f_std,0.006,0.001,0.003,0.001
results_f_std,LR-BW,f_std,0.003,0.003,0.008,0.004
results_f_std,LR-CORAL,f_std,0.028,0.008,0.028,0.004
results_f_std,LR-SA,f_std,0.049,0.011,0.001,0.007
results_np,RF,np,0.779/0.329,0.739/0.143,0.385/0.333,0.792/0.532
results_np,RF-FA,np,0.116/0.349,0.794/0.514,0.773/0.342,0.753/0.063
results_np,RF-BW,np,0.766/0.328,0.777/0.495,0.735/0.331,0.79/0.51
results_np,RF-CORAL,np,0.617/0.347,0.655/0.344,0.121/0.349,0.764/0.581
results_np,RF-SA,np,0.85/0.23,0.754/0.257,0.819/0.158,0.749/0.471
results_np,LR,np,0.698/0.328,0.755/0.029,0.137/0.339,0.797/0.502
results_np,LR-FA,np,0.148/0.343,0.791/0.423,0.737/0.329,0.751/0.082
results_np,LR-BW,np,0.835/0.195,0.783/0.316,0.843/0.227,0.782/0.326
results_np,LR-CORAL,np,0.591/0.352,0.755/0.041,0.164/0.346,0.718/0.616
results_np,LR-SA,np,0.513/0.361,0.752/0.239,0.85/0.079,0.769/0.149
results_np_std,RF,np_std,0.01/0.329,0.008/0.143,0.108/0.333,0.003/0.532
results_np_std,RF-FA,np_std,0.018/0.349,0.002/0.514,0.004/0.342,0.002/0.063
results_np_std,RF-BW,np_std,0.012/0.328,0.003/0.495,0.012/0.331,0.002/0.51
results_np_std,RF-CORAL,np_std,0.046/0.347,0.089/0.344,0.086/0.349,0.005/0.581
results_np_std,RF-SA,np_std,0.013/0.23,0.01/0.257,0.006/0.158,0.008/0.471
results_np_std,LR,np_std,0.015/0.328,0.001/0.029,0.021/0.339,0.002/0.502
results_np_std,LR-FA,np_std,0.008/0.343,0.001/0.423,0.004/0.329,0.001/0.082
results_np_std,LR-BW,np_std,0.01/0.195,0.001/0.316,0.015/0.227,0.002/0.326
results_np_std,LR-CORAL,np_std,0.038/0.352,0.003/0.041,0.036/0.346,0.005/0.616
results_np_std,LR-SA,np_std,0.063/0.361,0.005/0.239,0.005/0.079,0.002/0.149
results_np_P,RF,np_P,0.819/0.287,0.611/0.455,0.8/0.214,0.705/0.738
results_np_P,RF-FA,np_P,0.832/0.214,0.699/0.76,0.823/0.29,0.61/0.549
results_np_P,RF-BW,np_P,0.818/0.277,0.69/0.691,0.818/0.264,0.697/0.742
results_np_P,RF-CORAL,np_P,0.825/0.244,0.624/0.468,0.868/0.214,0.726/0.641
results_np_P,RF-SA,np_P,0.805/0.335,0.632/0.624,0.786/0.195,0.679/0.608
results_np_P,LR,np_P,0.815/0.249,0.609/0.587,0.755/0.209,0.695/0.786
results_np_P,LR-FA,np_P,0.785/0.211,0.674/0.81,0.817/0.263,0.611/0.523
