,,metric,chi-chi,chi-san,san-chi,san-san
results_np_P,LR,np_P,0.812/0.248,0.616/0.548,0.771/0.209,0.695/0.781
results_np_P,LR-FA,np_P,0.844/0.214,0.67/0.81,0.804/0.241,0.683/0.523
results_np_P,LR-BW,np_P,0.807/0.272,0.639/0.8,0.797/0.264,0.673/0.752
results_np_P,LR-CORAL,np_P,0.82/0.243,0.609/0.543,0.788/0.21,0.756/0.588
results_np_P,LR-SA,np_P,0.825/0.243,0.635/0.56,0.786/0.172,0.629/0.955
results_np_R,RF,np_R,0.745/0.355,0.868/0.202,0.177/0.846,0.908/0.417
results_np_R,RF-FA,np_R,0.153/0.899,0.943/0.318,0.769/0.319,0.94/0.122
results_np_R,RF-BW,np_R,0.746/0.353,0.942/0.291,0.722/0.359,0.911/0.397
results_np_R,RF-CORAL,np_R,0.611/0.454,0.792/0.213,0.225/0.811,0.735/0.58
results_np_R,RF-SA,np_R,0.753/0.364,0.979/0.091,0.876/0.087,0.612/0.499
results_np_R,LR,np_R,0.625/0.461,0.957/0.081,0.098/0.892,0.933/0.368
results_np_R,LR-FA,np_R,0.056/0.961,0.959/0.272,0.676/0.384,0.707/0.494
results_np_R,LR-BW,np_R,0.792/0.291,0.975/0.152,0.874/0.168,0.936/0.3
results_np_R,LR-CORAL,np_R,0.526/0.567,0.972/0.039,0.138/0.858,0.706/0.648
results_np_R,LR-SA,np_R,0.499/0.601,0.893/0.207,0.937/0.049,0.997/0.092
results_np_AUC,RF,AUC,0.5834100455314787,0.5713942252650379,0.48037035447805665,0.7372432624275868
results_np_AUC,RF-FA,AUC,0.0,0.7072991321869346,0.5753539774488069,0.0
results_np_AUC,RF-BW,AUC,0.0,0.7095946007830924,0.5546347231161649,0.0
results_np_AUC,RF-CORAL,AUC,0.0,0.5144826322899733,0.49382736179646713,0.0
results_np_AUC,RF-SA,AUC,0.0,0.6460742335081172,0.4873276597773487,0.0
results_np_AUC,LR,AUC,0.5799723473741926,0.633429120967188,0.4981198121528522,0.727517573787008
results_np_AUC,LR-FA,AUC,0.0,0.6432521237377785,0.5412744999880807,0.0
results_np_AUC,LR-BW,AUC,0.0,0.6719426190094566,0.5366607070490358,0.0
results_np_AUC,LR-CORAL,AUC,0.0,0.5489948022805853,0.489414384133114,0.0
results_np_AUC,LR-SA,AUC,0.0,0.633429120967188,0.4981200028606165,0.0
