,,metric,chi-chi,chi-san,san-chi,san-san
results_f,RF,f,0.691,0.518,0.313,0.692
results_f,RF-FA,f,0.473,0.69,0.684,0.497
results_f,RF-BW,f,0.691,0.681,0.684,0.684
results_f,RF-CORAL,f,0.53,0.511,0.224,0.685
results_f,RF-SA,f,0.699,0.529,0.672,0.636
results_f,LR,f,0.632,0.504,0.203,0.681
results_f,LR-FA,f,0.202,0.688,0.601,0.517
results_f,LR-BW,f,0.702,0.672,0.711,0.599
results_f,LR-CORAL,f,0.615,0.486,0.202,0.68
results_f,LR-SA,f,0.581,0.567,0.69,0.532
results_f_std,RF,f_std,0.006,0.008,0.039,0.002
results_f_std,RF-FA,f_std,0.023,0.001,0.002,0.008
results_f_std,RF-BW,f_std,0.004,0.001,0.006,0.002
results_f_std,RF-CORAL,f_std,0.052,0.036,0.029,0.018
results_f_std,RF-SA,f_std,0.013,0.019,0.002,0.008
results_f_std,LR,f_std,0.005,0.006,0.018,0.003
results_f_std,LR-FA,f_std,0.002,0.001,0.002,0.006
results_f_std,LR-BW,f_std,0.002,0.002,0.007,0.006
results_f_std,LR-CORAL,f_std,0.008,0.011,0.027,0.004
results_f_std,LR-SA,f_std,0.032,0.008,0.003,0.009
results_np,RF,np,0.791/0.318,0.723/0.202,0.306/0.341,0.794/0.535
results_np,RF-FA,np,0.518/0.304,0.767/0.571,0.785/0.309,0.744/0.117
results_np,RF-BW,np,0.791/0.316,0.761/0.558,0.783/0.314,0.791/0.519
results_np,RF-CORAL,np,0.584/0.328,0.68/0.25,0.19/0.35,0.752/0.582
results_np,RF-SA,np,0.844/0.159,0.763/0.168,0.824/0.108,0.781/0.413
results_np,LR,np,0.719/0.305,0.751/0.123,0.166/0.341,0.797/0.503
results_np,LR-FA,np,0.166/0.336,0.774/0.556,0.676/0.319,0.57/0.434
results_np,LR-BW,np,0.864/0.096,0.783/0.499,0.841/0.225,0.779/0.32
results_np,LR-CORAL,np,0.691/0.33,0.751/0.079,0.163/0.347,0.721/0.616
results_np,LR-SA,np,0.644/0.342,0.741/0.299,0.849/0.094,0.771/0.163
results_np_std,RF,np_std,0.007/0.318,0.012/0.202,0.051/0.341,0.002/0.535
results_np_std,RF-FA,np_std,0.031/0.304,0.001/0.571,0.003/0.309,0.004/0.117
results_np_std,RF-BW,np_std,0.006/0.316,0.001/0.558,0.008/0.314,0.002/0.519
results_np_std,RF-CORAL,np_std,0.069/0.328,0.14/0.25,0.037/0.35,0.026/0.582
results_np_std,RF-SA,np_std,0.037/0.159,0.005/0.168,0.008/0.108,0.01/0.413
results_np_std,LR,np_std,0.007/0.305,0.003/0.123,0.023/0.341,0.001/0.503
results_np_std,LR-FA,np_std,0.002/0.336,0.0/0.556,0.003/0.319,0.016/0.434
results_np_std,LR-BW,np_std,0.004/0.096,0.003/0.499,0.015/0.225,0.002/0.32
results_np_std,LR-CORAL,np_std,0.013/0.33,0.008/0.079,0.035/0.347,0.005/0.616
results_np_std,LR-SA,np_std,0.043/0.342,0.006/0.299,0.007/0.094,0.002/0.163
results_np_P,RF,np_P,0.816/0.29,0.612/0.436,0.806/0.215,0.706/0.746
results_np_P,RF-FA,np_P,0.78/0.205,0.721/0.648,0.813/0.278,0.611/0.467
results_np_P,RF-BW,np_P,0.815/0.288,0.714/0.634,0.814/0.281,0.7/0.74
results_np_P,RF-CORAL,np_P,0.811/0.228,0.624/0.536,0.831/0.216,0.727/0.625
results_np_P,RF-SA,np_P,0.797/0.291,0.625/0.742,0.781/0.148,0.67/0.763
results_np_P,LR,np_P,0.806/0.241,0.615/0.562,0.78/0.21,0.696/0.781
results_np_P,LR-FA,np_P,0.753/0.207,0.714/0.666,0.809/0.237,0.612/0.399
results_np_P,LR-BW,np_P,0.791/0.247,0.693/0.717,0.802/0.303,0.651/0.807
results_np_P,LR-CORAL,np_P,0.816/0.248,0.611/0.555,0.814/0.214,0.757/0.578
results_np_P,LR-SA,np_P,0.823/0.246,0.634/0.553,0.786/0.182,0.628/0.954
results_np_R,RF,np_R,0.767/0.354,0.886/0.134,0.19/0.826,0.908/0.417
results_np_R,RF-FA,np_R,0.389/0.589,0.82/0.511,0.758/0.347,0.95/0.067
results_np_R,RF-BW,np_R,0.769/0.35,0.813/0.498,0.754/0.357,0.909/0.4
results_np_R,RF-CORAL,np_R,0.462/0.593,0.815/0.236,0.108/0.918,0.781/0.549
results_np_R,RF-SA,np_R,0.902/0.139,0.979/0.095,0.872/0.086,0.938/0.286
results_np_R,LR,np_R,0.65/0.416,0.964/0.069,0.093/0.902,0.933/0.371
results_np_R,LR-FA,np_R,0.094/0.886,0.844/0.478,0.581/0.487,0.535/0.476
results_np_R,LR-BW,np_R,0.951/0.06,0.902/0.383,0.886/0.183,0.969/0.2
results_np_R,LR-CORAL,np_R,0.6/0.494,0.974/0.044,0.091/0.921,0.687/0.66
results_np_R,LR-SA,np_R,0.533/0.568,0.891/0.206,0.923/0.064,0.997/0.089
results_np_AUC,RF,AUC,0.5893093041550455,0.5481418725528359,0.4814956256406589,0.7363617108968927
results_np_AUC,RF-FA,AUC,0.0,0.7216415176424793,0.5720879162792916,0.0
results_np_AUC,RF-BW,AUC,0.0,0.7216730016257185,0.5682716632100884,0.0
results_np_AUC,RF-CORAL,AUC,0.0,0.5959002129462139,0.48448678156809455,0.0
results_np_AUC,RF-SA,AUC,0.0,0.644508620887047,0.48602569787122457,0.0
results_np_AUC,LR,AUC,0.5727771341390737,0.6181822865385935,0.4976228277193735,0.727517573787008
results_np_AUC,LR-FA,AUC,0.0,0.6954096352437432,0.5583138573029154,0.0
results_np_AUC,LR-BW,AUC,0.0,0.712327982964303,0.5517781115163651,0.0
results_np_AUC,LR-CORAL,AUC,0.0,0.5413871270579076,0.49117080264130253,0.0
results_np_AUC,LR-SA,AUC,0.0,0.6190409406269319,0.49762263701160936,0.0
