,,metric,chi-chi,chi-san,san-chi,san-san
results_np_std,LR-BW,np_std,0.003/0.076,0.001/0.34,0.011/0.231,0.002/0.349
results_np_std,LR-CORAL,np_std,0.018/0.349,0.004/0.056,0.038/0.347,0.006/0.616
results_np_std,LR-SA,np_std,0.051/0.355,0.004/0.18,0.005/0.074,0.001/0.12
results_np_P,RF,np_P,0.817/0.292,0.651/0.488,0.824/0.22,0.704/0.737
results_np_P,RF-FA,np_P,0.865/0.214,0.7/0.739,0.819/0.299,0.605/0.351
results_np_P,RF-BW,np_P,0.816/0.285,0.7/0.741,0.817/0.298,0.695/0.739
results_np_P,RF-CORAL,np_P,0.824/0.23,0.638/0.419,0.821/0.217,0.722/0.656
results_np_P,RF-SA,np_P,0.825/0.218,0.644/0.831,0.779/0.149,0.647/0.747
results_np_P,LR,np_P,0.815/0.249,0.608/0.72,0.69/0.207,0.694/0.774
results_np_P,LR-FA,np_P,0.827/0.212,0.68/0.788,0.812/0.252,0.654/0.446
results_np_P,LR-BW,np_P,0.792/0.344,0.656/0.833,0.801/0.273,0.656/0.78
results_np_P,LR-CORAL,np_P,0.826/0.237,0.611/0.722,0.809/0.213,0.755/0.589
results_np_P,LR-SA,np_P,0.833/0.238,0.623/0.606,0.787/0.174,0.622/0.945
results_np_R,RF,np_R,0.769/0.355,0.699/0.422,0.21/0.83,0.904/0.414
results_np_R,RF-FA,np_R,0.044/0.974,0.908/0.399,0.775/0.358,0.953/0.039
results_np_R,RF-BW,np_R,0.754/0.366,0.91/0.397,0.779/0.349,0.912/0.383
results_np_R,RF-CORAL,np_R,0.359/0.712,0.469/0.589,0.163/0.867,0.824/0.511
results_np_R,RF-SA,np_R,0.249/0.786,0.977/0.168,0.851/0.1,0.946/0.203
results_np_R,LR,np_R,0.606/0.488,0.998/0.006,0.039/0.937,0.93/0.367
results_np_R,LR-FA,np_R,0.03/0.977,0.945/0.313,0.652/0.437,0.57/0.534
results_np_R,LR-BW,np_R,0.978/0.043,0.972/0.214,0.856/0.203,0.959/0.225
results_np_R,LR-CORAL,np_R,0.434/0.657,0.99/0.029,0.065/0.943,0.708/0.645
results_np_R,LR-SA,np_R,0.398/0.701,0.955/0.107,0.941/0.047,0.998/0.064
results_np_AUC,RF,AUC,0.5788004481632458,0.5702636640487257,0.48954702138310807,0.7289429395736496
results_np_AUC,RF-FA,AUC,0.0,0.682993497126371,0.5835464969367565,0.0
results_np_AUC,RF-BW,AUC,0.0,0.6768026011494516,0.5824834918591623,0.0
results_np_AUC,RF-CORAL,AUC,0.0,0.5589208435417764,0.49642041526615655,0.0
results_np_AUC,RF-SA,AUC,0.0,0.6650705241224555,0.4849262676106701,0.0
results_np_AUC,LR,AUC,0.5869238360866766,0.5922738305131316,0.4948587093852058,0.727517573787008
results_np_AUC,LR-FA,AUC,0.0,0.6949659972981018,0.5527095282366683,0.0
results_np_AUC,LR-BW,AUC,0.0,0.698523687404117,0.548824811080121,0.0
results_np_AUC,LR-CORAL,AUC,0.0,0.5640069379250338,0.48813206512670143,0.0
results_np_AUC,LR-SA,AUC,0.0,0.5922738305131316,0.4948585186774417,0.0
