,,metric,chi-chi,chi-san,san-chi,san-san
results_np_std,LR-CORAL,np_std,0.022/0.355,0.007/0.099,0.027/0.344,0.005/0.614
results_np_std,LR-SA,np_std,0.043/0.346,0.003/0.247,0.006/0.1,0.001/0.138
results_np_P,RF,np_P,0.813/0.267,0.635/0.507,0.818/0.218,0.703/0.75
results_np_P,RF-FA,np_P,0.818/0.217,0.707/0.72,0.812/0.338,0.606/0.05
results_np_P,RF-BW,np_P,0.81/0.263,0.706/0.725,0.811/0.289,0.691/0.752
results_np_P,RF-CORAL,np_P,0.816/0.237,0.617/0.444,0.826/0.22,0.721/0.674
results_np_P,RF-SA,np_P,0.812/0.232,0.639/0.714,0.78/0.129,0.648/0.768
results_np_P,LR,np_P,0.81/0.246,0.612/0.555,0.777/0.21,0.695/0.781
results_np_P,LR-FA,np_P,0.868/0.213,0.696/0.754,0.802/0.347,0.614/0.774
results_np_P,LR-BW,np_P,0.801/0.281,0.69/0.739,0.791/0.258,0.657/0.812
results_np_P,LR-CORAL,np_P,0.831/0.248,0.613/0.605,0.807/0.213,0.757/0.572
results_np_P,LR-SA,np_P,0.825/0.247,0.628/0.553,0.785/0.17,0.624/0.952
results_np_R,RF,np_R,0.722/0.378,0.801/0.295,0.206/0.824,0.912/0.407
results_np_R,RF-FA,np_R,0.172/0.858,0.891/0.432,0.871/0.247,0.998/0.0
results_np_R,RF-BW,np_R,0.724/0.366,0.895/0.426,0.795/0.311,0.922/0.363
results_np_R,RF-CORAL,np_R,0.536/0.539,0.806/0.232,0.2/0.843,0.844/0.495
results_np_R,RF-SA,np_R,0.464/0.596,0.953/0.171,0.895/0.058,0.957/0.2
results_np_R,LR,np_R,0.641/0.437,0.975/0.048,0.086/0.909,0.933/0.368
results_np_R,LR-FA,np_R,0.021/0.988,0.92/0.381,0.926/0.147,0.992/0.04
results_np_R,LR-BW,np_R,0.861/0.203,0.917/0.364,0.969/0.041,0.967/0.221
results_np_R,LR-CORAL,np_R,0.495/0.623,0.971/0.055,0.119/0.892,0.677/0.664
results_np_R,LR-SA,np_R,0.522/0.584,0.916/0.161,0.908/0.072,0.998/0.074
results_np_AUC,RF,AUC,0.5663215809673652,0.6246679870858425,0.4864536460940666,0.7320541295537288
results_np_AUC,RF-FA,AUC,0.0,0.7161489936574085,0.6044254690219075,0.0
results_np_AUC,RF-BW,AUC,0.0,0.710988482586495,0.5805395122648931,0.0
results_np_AUC,RF-CORAL,AUC,0.0,0.5428439768277884,0.4952373596510048,0.0
results_np_AUC,RF-SA,AUC,0.0,0.6801341790122043,0.47723559560418605,0.0
results_np_AUC,LR,AUC,0.580202913061098,0.5975459666155291,0.49982588381129467,0.727517573787008
results_np_AUC,LR-FA,AUC,0.0,0.6910533968355734,0.572462084912632,0.0
results_np_AUC,LR-BW,AUC,0.0,0.7153103748311314,0.5455398698419509,0.0
results_np_AUC,LR-CORAL,AUC,0.0,0.5425892427815813,0.4888544661374526,0.0
results_np_AUC,LR-SA,AUC,0.0,0.5975459666155291,0.4998256931035304,0.0
