,,metric,chi-chi,chi-san,san-chi,san-san
results_np_std,LR-SA,np_std,0.034/0.356,0.003/0.244,0.006/0.09,0.001/0.204
results_np_P,RF,np_P,0.814/0.279,0.615/0.453,0.808/0.215,0.706/0.743
results_np_P,RF-FA,np_P,0.791/0.212,0.671/0.779,0.814/0.288,0.623/0.645
results_np_P,RF-BW,np_P,0.815/0.281,0.665/0.717,0.81/0.269,0.7/0.745
results_np_P,RF-CORAL,np_P,0.817/0.239,0.639/0.479,0.823/0.217,0.724/0.63
results_np_P,RF-SA,np_P,0.803/0.276,0.632/0.8,0.782/0.137,0.66/0.771
results_np_P,LR,np_P,0.812/0.244,0.61/0.589,0.8/0.214,0.696/0.784
results_np_P,LR-FA,np_P,0.817/0.229,0.658/0.838,0.802/0.233,0.616/0.469
results_np_P,LR-BW,np_P,0.795/0.312,0.641/0.922,0.796/0.241,0.656/0.814
results_np_P,LR-CORAL,np_P,0.823/0.242,0.612/0.645,0.794/0.212,0.757/0.592
results_np_P,LR-SA,np_P,0.833/0.241,0.63/0.599,0.787/0.187,0.634/0.964
results_np_R,RF,np_R,0.75/0.359,0.874/0.158,0.199/0.82,0.906/0.42
results_np_R,RF-FA,np_R,0.525/0.48,0.948/0.284,0.779/0.335,0.965/0.098
results_np_R,RF-BW,np_R,0.751/0.364,0.928/0.28,0.754/0.338,0.912/0.397
results_np_R,RF-CORAL,np_R,0.517/0.565,0.764/0.332,0.165/0.866,0.794/0.533
results_np_R,RF-SA,np_R,0.815/0.25,0.981/0.119,0.908/0.055,0.945/0.249
results_np_R,LR,np_R,0.606/0.475,0.991/0.021,0.165/0.846,0.934/0.37
results_np_R,LR-FA,np_R,0.4/0.665,0.972/0.222,0.644/0.405,0.899/0.137
results_np_R,LR-BW,np_R,0.953/0.079,0.992/0.144,0.805/0.231,0.968/0.216
results_np_R,LR-CORAL,np_R,0.496/0.6,0.984/0.039,0.151/0.852,0.71/0.649
results_np_R,LR-SA,np_R,0.426/0.681,0.934/0.153,0.931/0.06,0.997/0.114
results_np_AUC,RF,AUC,0.5767660730887506,0.5736896938611957,0.4876361295859257,0.7337571268289332
results_np_AUC,RF-FA,AUC,0.0,0.6957702699608455,0.588287301246752,0.0
results_np_AUC,RF-BW,AUC,0.0,0.6889725917615002,0.5714735512169539,0.0
results_np_AUC,RF-CORAL,AUC,0.0,0.5741218830856594,0.490775465446137,0.0
results_np_AUC,RF-SA,AUC,0.0,0.6759639823231745,0.46206174163865643,0.0
results_np_AUC,LR,AUC,0.5828831199790221,0.6112100153412864,0.5014402250351617,0.727517573787008
results_np_AUC,LR-FA,AUC,0.0,0.6994653447209946,0.5567820925409426,0.0
results_np_AUC,LR-BW,AUC,0.0,0.7136531724406384,0.5427780400009536,0.0
results_np_AUC,LR-CORAL,AUC,0.0,0.5609959242552607,0.4930084626570359,0.0
results_np_AUC,LR-SA,AUC,0.0,0.6112157397018753,0.5014400343273976,0.0
