,,metric,chi-chi,chi-san,san-chi,san-san
results_f,RF,f,0.594,0.497,0.156,0.69
results_f,RF-FA,f,0.243,0.658,0.7,0.504
results_f,RF-BW,f,0.591,0.64,0.698,0.683
results_f,RF-CORAL,f,0.553,0.537,0.32,0.695
results_f,RF-SA,f,0.634,0.556,0.671,0.586
results_f,LR,f,0.633,0.482,0.201,0.681
results_f,LR-FA,f,0.191,0.641,0.65,0.579
results_f,LR-BW,f,0.708,0.575,0.708,0.618
results_f,LR-CORAL,f,0.51,0.527,0.263,0.69
results_f,LR-SA,f,0.567,0.533,0.695,0.527
results_f_std,RF,f_std,0.016,0.007,0.022,0.005
results_f_std,RF-FA,f_std,0.055,0.006,0.007,0.007
results_f_std,RF-BW,f_std,0.023,0.01,0.003,0.003
results_f_std,RF-CORAL,f_std,0.019,0.033,0.058,0.002
results_f_std,RF-SA,f_std,0.065,0.012,0.003,0.034
results_f_std,LR,f_std,0.006,0.011,0.031,0.005
results_f_std,LR-FA,f_std,0.003,0.002,0.001,0.003
results_f_std,LR-BW,f_std,0.004,0.009,0.008,0.004
results_f_std,LR-CORAL,f_std,0.028,0.01,0.024,0.003
results_f_std,LR-SA,f_std,0.033,0.01,0.003,0.007
results_np,RF,np,0.661/0.346,0.721/0.15,0.104/0.348,0.793/0.531
results_np,RF-FA,np,0.216/0.347,0.742/0.529,0.801/0.324,0.746/0.129
results_np,RF-BW,np,0.66/0.333,0.712/0.528,0.804/0.305,0.795/0.511
results_np,RF-CORAL,np,0.612/0.333,0.665/0.339,0.315/0.338,0.776/0.571
results_np,RF-SA,np,0.742/0.233,0.683/0.362,0.829/0.08,0.694/0.42
results_np,LR,np,0.716/0.323,0.756/0.058,0.164/0.343,0.797/0.502
results_np,LR-FA,np,0.151/0.342,0.768/0.444,0.737/0.322,0.743/0.327
results_np,LR-BW,np,0.833/0.242,0.767/0.28,0.833/0.242,0.782/0.366
results_np,LR-CORAL,np,0.551/0.355,0.751/0.181,0.242/0.34,0.746/0.604
results_np,LR-SA,np,0.626/0.347,0.757/0.188,0.854/0.1,0.77/0.153
results_np_std,RF,np_std,0.022/0.346,0.024/0.15,0.028/0.348,0.002/0.531
results_np_std,RF-FA,np_std,0.069/0.347,0.007/0.529,0.009/0.324,0.003/0.129
results_np_std,RF-BW,np_std,0.029/0.333,0.008/0.528,0.006/0.305,0.002/0.511
results_np_std,RF-CORAL,np_std,0.024/0.333,0.086/0.339,0.074/0.338,0.007/0.571
results_np_std,RF-SA,np_std,0.092/0.233,0.045/0.362,0.006/0.08,0.047/0.42
results_np_std,LR,np_std,0.008/0.323,0.002/0.058,0.04/0.343,0.002/0.502
results_np_std,LR-FA,np_std,0.004/0.342,0.001/0.444,0.002/0.322,0.001/0.327
results_np_std,LR-BW,np_std,0.012/0.242,0.003/0.28,0.013/0.242,0.001/0.366
results_np_std,LR-CORAL,np_std,0.036/0.355,0.01/0.181,0.031/0.34,0.005/0.604
results_np_std,LR-SA,np_std,0.043/0.347,0.005/0.188,0.006/0.1,0.002/0.153
results_np_P,RF,np_P,0.824/0.251,0.604/0.394,0.816/0.213,0.705/0.741
results_np_P,RF-FA,np_P,0.813/0.215,0.7/0.596,0.818/0.303,0.613/0.506
results_np_P,RF-BW,np_P,0.815/0.243,0.696/0.549,0.813/0.294,0.698/0.764
results_np_P,RF-CORAL,np_P,0.813/0.234,0.616/0.466,0.799/0.214,0.721/0.67
results_np_P,RF-SA,np_P,0.789/0.216,0.631/0.459,0.779/0.123,0.646/0.502
results_np_P,LR,np_P,0.814/0.252,0.612/0.655,0.787/0.211,0.696/0.785
results_np_P,LR-FA,np_P,0.777/0.21,0.674/0.669,0.814/0.259,0.64/0.568
results_np_P,LR-BW,np_P,0.803/0.293,0.641/0.716,0.803/0.295,0.66/0.792
results_np_P,LR-CORAL,np_P,0.833/0.239,0.622/0.605,0.795/0.212,0.743/0.608
results_np_P,LR-SA,np_P,0.825/0.245,0.625/0.65,0.789/0.205,0.627/0.951
results_np_R,RF,np_R,0.552/0.559,0.895/0.097,0.056/0.954,0.906/0.414
results_np_R,RF-FA,np_R,0.127/0.893,0.79/0.477,0.784/0.349,0.953/0.074
results_np_R,RF-BW,np_R,0.555/0.531,0.729/0.509,0.795/0.318,0.923/0.384
results_np_R,RF-CORAL,np_R,0.492/0.578,0.741/0.298,0.2/0.813,0.839/0.499
results_np_R,RF-SA,np_R,0.716/0.288,0.754/0.316,0.886/0.06,0.752/0.368
results_np_R,LR,np_R,0.639/0.453,0.99/0.031,0.092/0.908,0.934/0.37
results_np_R,LR-FA,np_R,0.084/0.911,0.893/0.332,0.674/0.426,0.886/0.23
results_np_R,LR-BW,np_R,0.865/0.209,0.955/0.174,0.865/0.208,0.959/0.238
