,,metric,chi-chi,chi-san,san-chi,san-san
results_np_R,RF-FA,np_R,0.455/0.542,0.823/0.464,0.747/0.377,0.959/0.089
results_np_R,RF-BW,np_R,0.702/0.37,0.838/0.271,0.759/0.356,0.918/0.384
results_np_R,RF-CORAL,np_R,0.244/0.829,0.575/0.47,0.239/0.783,0.856/0.489
results_np_R,RF-SA,np_R,0.657/0.346,0.853/0.289,0.906/0.054,0.938/0.242
results_np_R,LR,np_R,0.608/0.48,0.993/0.025,0.126/0.876,0.934/0.368
results_np_R,LR-FA,np_R,0.277/0.695,0.945/0.312,0.598/0.518,0.902/0.165
results_np_R,LR-BW,np_R,0.969/0.049,0.975/0.213,0.846/0.254,0.961/0.266
results_np_R,LR-CORAL,np_R,0.309/0.781,0.925/0.149,0.179/0.821,0.723/0.634
results_np_R,LR-SA,np_R,0.471/0.626,0.966/0.095,0.934/0.052,0.997/0.106
results_np_AUC,RF,AUC,0.5697211375718134,0.4619673482472008,0.48266275715750073,0.7166183912257
results_np_AUC,RF-FA,AUC,0.0,0.6711082934536212,0.57878652649646,0.0
results_np_AUC,RF-BW,AUC,0.0,0.5759035903189613,0.577445564852559,0.0
results_np_AUC,RF-CORAL,AUC,0.0,0.5854317885192224,0.4833755274261604,0.0
results_np_AUC,RF-SA,AUC,0.0,0.6027494103908593,0.4682118763260149,0.0
results_np_AUC,LR,AUC,0.5815102147846194,0.558093673436677,0.4990849841474171,0.727517573787008
results_np_AUC,LR-FA,AUC,0.0,0.6716020195544159,0.5806672864669002,0.0
results_np_AUC,LR-BW,AUC,0.0,0.6906383806928765,0.5731759040739947,0.0
results_np_AUC,LR-CORAL,AUC,0.0,0.5661707462276464,0.4861250566163675,0.0
results_np_AUC,LR-SA,AUC,0.0,0.5585058273990795,0.49908593768623805,0.0
