,,metric,chi-chi,chi-san,san-chi,san-san
results_np_P,RF-SA,np_P,0.788/0.207,0.635/0.485,0.782/0.13,0.661/0.773
results_np_P,LR,np_P,0.818/0.252,0.609/0.676,0.757/0.209,0.695/0.774
results_np_P,LR-FA,np_P,0.665/0.207,0.678/0.71,0.819/0.241,0.625/0.578
results_np_P,LR-BW,np_P,0.8/0.264,0.636/0.835,0.805/0.25,0.664/0.805
results_np_P,LR-CORAL,np_P,0.836/0.238,0.614/0.574,0.803/0.213,0.754/0.597
results_np_P,LR-SA,np_P,0.828/0.241,0.617/0.581,0.787/0.174,0.626/0.95
results_np_R,RF,np_R,0.564/0.525,0.914/0.112,0.055/0.953,0.908/0.41
results_np_R,RF-FA,np_R,0.207/0.781,0.777/0.518,0.723/0.387,0.898/0.154
results_np_R,RF-BW,np_R,0.585/0.466,0.812/0.398,0.722/0.37,0.92/0.378
results_np_R,RF-CORAL,np_R,0.599/0.489,0.897/0.147,0.056/0.952,0.827/0.524
results_np_R,RF-SA,np_R,0.614/0.38,0.792/0.294,0.914/0.048,0.952/0.248
results_np_R,LR,np_R,0.607/0.496,0.996/0.013,0.071/0.915,0.93/0.371
results_np_R,LR-FA,np_R,0.029/0.946,0.912/0.332,0.519/0.572,0.937/0.132
results_np_R,LR-BW,np_R,0.833/0.223,0.983/0.134,0.713/0.357,0.961/0.249
results_np_R,LR-CORAL,np_R,0.386/0.717,0.955/0.076,0.109/0.899,0.721/0.637
results_np_R,LR-SA,np_R,0.461/0.64,0.964/0.077,0.944/0.044,0.997/0.08
results_np_AUC,RF,AUC,0.5682587904360056,0.5852757996931743,0.47802712817945603,0.7166183912257
results_np_AUC,RF-FA,AUC,0.0,0.7092540013280517,0.5827892917590407,0.0
results_np_AUC,RF-BW,AUC,0.0,0.6259345018661415,0.5753687573005316,0.0
results_np_AUC,RF-CORAL,AUC,0.0,0.5264408215602318,0.45370044577939883,0.0
results_np_AUC,RF-SA,AUC,0.0,0.560545130858883,0.4909966864525972,0.0
results_np_AUC,LR,AUC,0.5857260006198002,0.5764116273212283,0.4940133018665523,0.727517573787008
results_np_AUC,LR-FA,AUC,0.0,0.6712871797220251,0.5705119073160266,0.0
results_np_AUC,LR-BW,AUC,0.0,0.7056133079934972,0.555382297551789,0.0
results_np_AUC,LR-CORAL,AUC,0.0,0.5464989810638151,0.4828813082552623,0.0
results_np_AUC,LR-SA,AUC,0.0,0.5764116273212283,0.4940134925743164,0.0
