,,metric,chi-chi,chi-san,san-chi,san-san
results_np_std,RF-FA,np_std,0.063/0.28,0.005/0.523,0.002/0.262,0.004/0.292
results_np_std,RF-BW,np_std,0.009/0.271,0.007/0.498,0.008/0.271,0.001/0.51
results_np_std,RF-CORAL,np_std,0.082/0.343,0.034/0.275,0.034/0.346,0.006/0.572
results_np_std,RF-SA,np_std,0.072/0.272,0.014/0.362,0.006/0.067,0.019/0.409
results_np_std,LR,np_std,0.011/0.326,0.003/0.072,0.029/0.342,0.002/0.5
results_np_std,LR-FA,np_std,0.009/0.348,0.001/0.44,0.004/0.33,0.003/0.231
results_np_std,LR-BW,np_std,0.011/0.23,0.001/0.262,0.014/0.266,0.001/0.376
results_np_std,LR-CORAL,np_std,0.032/0.359,0.011/0.226,0.036/0.342,0.005/0.615
results_np_std,LR-SA,np_std,0.023/0.348,0.003/0.171,0.004/0.081,0.002/0.191
results_np_P,RF,np_P,0.818/0.244,0.603/0.332,0.825/0.214,0.704/0.751
results_np_P,RF-FA,np_P,0.787/0.209,0.698/0.625,0.803/0.268,0.644/0.738
results_np_P,RF-BW,np_P,0.799/0.236,0.684/0.569,0.802/0.25,0.698/0.772
results_np_P,RF-CORAL,np_P,0.819/0.23,0.631/0.517,0.815/0.216,0.722/0.675
results_np_P,RF-SA,np_P,0.79/0.21,0.627/0.45,0.779/0.112,0.665/0.691
results_np_P,LR,np_P,0.814/0.249,0.614/0.688,0.794/0.212,0.695/0.773
results_np_P,LR-FA,np_P,0.823/0.216,0.677/0.76,0.813/0.239,0.623/0.531
results_np_P,LR-BW,np_P,0.804/0.318,0.64/0.772,0.803/0.264,0.664/0.86
results_np_P,LR-CORAL,np_P,0.841/0.233,0.625/0.569,0.802/0.213,0.753/0.595
results_np_P,LR-SA,np_P,0.825/0.243,0.622/0.637,0.787/0.178,0.632/0.961
results_np_R,RF,np_R,0.548/0.544,0.918/0.067,0.056/0.958,0.912/0.409
results_np_R,RF-FA,np_R,0.553/0.44,0.825/0.45,0.812/0.256,0.957/0.183
results_np_R,RF-BW,np_R,0.724/0.319,0.783/0.443,0.762/0.296,0.927/0.38
results_np_R,RF-CORAL,np_R,0.382/0.686,0.868/0.213,0.167/0.859,0.843/0.5
results_np_R,RF-SA,np_R,0.592/0.409,0.759/0.304,0.9/0.048,0.902/0.298
results_np_R,LR,np_R,0.618/0.473,0.989/0.039,0.116/0.887,0.929/0.37
results_np_R,LR-FA,np_R,0.135/0.892,0.937/0.31,0.548/0.53,0.915/0.147
results_np_R,LR-BW,np_R,0.894/0.184,0.97/0.158,0.798/0.27,0.975/0.24
results_np_R,LR-CORAL,np_R,0.319/0.774,0.927/0.142,0.145/0.865,0.719/0.636
results_np_R,LR-SA,np_R,0.491/0.611,0.963/0.099,0.935/0.053,0.997/0.106
results_np_AUC,RF,AUC,0.5603423204367208,0.38666052251963456,0.4777028296264512,0.7166183912257
results_np_AUC,RF-FA,AUC,0.0,0.6925732145719323,0.5829238360866766,0.0
results_np_AUC,RF-BW,AUC,0.0,0.6392636754974468,0.5692376933895922,0.0
results_np_AUC,RF-CORAL,AUC,0.0,0.6204763240446043,0.4843865646380128,0.0
results_np_AUC,RF-SA,AUC,0.0,0.5611118425571864,0.45741543302581705,0.0
results_np_AUC,LR,AUC,0.5817894109513934,0.5782148009067387,0.5017703401749743,0.727517573787008
results_np_AUC,LR-FA,AUC,0.0,0.7132152588555858,0.5666334835156976,0.0
results_np_AUC,LR-BW,AUC,0.0,0.6960650745311747,0.5542185987747026,0.0
results_np_AUC,LR-CORAL,AUC,0.0,0.5625844343186865,0.4933637512217216,0.0
results_np_AUC,LR-SA,AUC,0.0,0.5782148009067387,0.5017705308827386,0.0
