,,metric,chi-chi,chi-san,san-chi,san-san
results_np_P,LR-FA,np_P,0.809/0.216,0.67/0.801,0.818/0.306,0.616/0.491
results_np_P,LR-BW,np_P,0.797/0.432,0.646/0.852,0.801/0.379,0.647/0.744
results_np_P,LR-CORAL,np_P,0.82/0.234,0.611/0.468,0.796/0.212,0.754/0.593
results_np_P,LR-SA,np_P,0.818/0.241,0.624/0.571,0.786/0.178,0.626/0.95
results_np_R,RF,np_R,0.712/0.398,0.877/0.129,0.252/0.764,0.909/0.415
results_np_R,RF-FA,np_R,0.436/0.524,0.895/0.383,0.72/0.394,0.994/0.004
results_np_R,RF-BW,np_R,0.719/0.394,0.893/0.312,0.567/0.53,0.913/0.388
results_np_R,RF-CORAL,np_R,0.53/0.575,0.655/0.308,0.275/0.765,0.852/0.492
results_np_R,RF-SA,np_R,0.472/0.622,0.985/0.153,0.879/0.09,0.97/0.211
results_np_R,LR,np_R,0.585/0.51,0.958/0.072,0.098/0.9,0.932/0.369
results_np_R,LR-FA,np_R,0.18/0.842,0.956/0.275,0.791/0.343,0.924/0.113
results_np_R,LR-BW,np_R,0.974/0.072,0.981/0.17,0.946/0.121,0.956/0.197
results_np_R,LR-CORAL,np_R,0.434/0.645,0.94/0.077,0.163/0.842,0.715/0.641
results_np_R,LR-SA,np_R,0.529/0.559,0.941/0.125,0.914/0.071,0.997/0.081
results_np_AUC,RF,AUC,0.5860453407709362,0.5690443752432853,0.4803584352427948,0.7300591898884895
results_np_AUC,RF-FA,AUC,0.0,0.698629588075012,0.580498319387828,0.0
results_np_AUC,RF-BW,AUC,0.0,0.6854549721796075,0.5647500536365587,0.0
results_np_AUC,RF-CORAL,AUC,0.0,0.4615766606370068,0.4964477818303178,0.0
results_np_AUC,RF-SA,AUC,0.0,0.6844503468962517,0.5072458461465112,0.0
results_np_AUC,LR,AUC,0.5799963765524805,0.6112729833077646,0.5016583947173949,0.727517573787008
results_np_AUC,LR-FA,AUC,0.0,0.6710496187575847,0.58318844310949,0.0
results_np_AUC,LR-BW,AUC,0.0,0.6908272845923111,0.5719473646570836,0.0
results_np_AUC,LR-CORAL,AUC,0.0,0.5421198452132896,0.4862104936947246,0.0
results_np_AUC,LR-SA,AUC,0.0,0.6114332654042544,0.5016585854251592,0.0
