,,metric,chi-chi,chi-san,san-chi,san-san
results_f,RF,f,0.683,0.522,0.336,0.692
results_f,RF-FA,f,0.172,0.691,0.692,0.479
results_f,RF-BW,f,0.679,0.681,0.649,0.693
results_f,RF-CORAL,f,0.587,0.516,0.294,0.694
results_f,RF-SA,f,0.57,0.528,0.679,0.648
results_f,LR,f,0.627,0.506,0.261,0.681
results_f,LR-FA,f,0.124,0.687,0.694,0.487
results_f,LR-BW,f,0.695,0.651,0.707,0.624
results_f,LR-CORAL,f,0.535,0.509,0.308,0.686
results_f,LR-SA,f,0.59,0.555,0.691,0.545
results_f_std,RF,f_std,0.008,0.015,0.047,0.005
results_f_std,RF-FA,f_std,0.01,0.004,0.001,0.01
results_f_std,RF-BW,f_std,0.007,0.003,0.004,0.005
results_f_std,RF-CORAL,f_std,0.033,0.029,0.081,0.003
results_f_std,RF-SA,f_std,0.103,0.022,0.002,0.003
results_f_std,LR,f_std,0.004,0.021,0.024,0.003
results_f_std,LR-FA,f_std,0.004,0.002,0.002,0.003
results_f_std,LR-BW,f_std,0.008,0.004,0.004,0.005
results_f_std,LR-CORAL,f_std,0.023,0.004,0.038,0.004
results_f_std,LR-SA,f_std,0.022,0.013,0.002,0.007
results_np,RF,np,0.783/0.307,0.69/0.263,0.334/0.345,0.793/0.535
results_np,RF-FA,np,0.124/0.349,0.787/0.541,0.805/0.268,0.752/0.058
results_np,RF-BW,np,0.779/0.304,0.78/0.529,0.749/0.275,0.794/0.536
results_np,RF-CORAL,np,0.654/0.337,0.616/0.361,0.279/0.35,0.774/0.57
results_np,RF-SA,np,0.637/0.32,0.768/0.157,0.83/0.115,0.789/0.431
results_np,LR,np,0.709/0.318,0.752/0.127,0.239/0.342,0.797/0.501
results_np,LR-FA,np,0.064/0.349,0.779/0.544,0.802/0.291,0.752/0.078
results_np,LR-BW,np,0.807/0.275,0.78/0.453,0.867/0.106,0.785/0.377
results_np,LR-CORAL,np,0.584/0.354,0.745/0.146,0.3/0.335,0.731/0.618
results_np,LR-SA,np,0.657/0.338,0.753/0.25,0.844/0.117,0.774/0.193
results_np_std,RF,np_std,0.009/0.307,0.029/0.263,0.061/0.345,0.002/0.535
results_np_std,RF-FA,np_std,0.012/0.349,0.003/0.541,0.002/0.268,0.002/0.058
results_np_std,RF-BW,np_std,0.008/0.304,0.001/0.529,0.005/0.275,0.003/0.536
results_np_std,RF-CORAL,np_std,0.046/0.337,0.077/0.361,0.103/0.35,0.007/0.57
results_np_std,RF-SA,np_std,0.134/0.32,0.005/0.157,0.006/0.115,0.005/0.431
results_np_std,LR,np_std,0.007/0.318,0.003/0.127,0.031/0.342,0.002/0.501
results_np_std,LR-FA,np_std,0.005/0.349,0.001/0.544,0.002/0.291,0.0/0.078
results_np_std,LR-BW,np_std,0.011/0.275,0.002/0.453,0.003/0.106,0.002/0.377
results_np_std,LR-CORAL,np_std,0.029/0.354,0.009/0.146,0.05/0.335,0.006/0.618
results_np_std,LR-SA,np_std,0.03/0.338,0.004/0.25,0.007/0.117,0.002/0.193
results_np_P,RF,np_P,0.812/0.276,0.609/0.4,0.822/0.219,0.706/0.74
results_np_P,RF-FA,np_P,0.831/0.214,0.708/0.714,0.804/0.27,0.61/0.495
results_np_P,RF-BW,np_P,0.811/0.271,0.703/0.692,0.798/0.234,0.706/0.744
results_np_P,RF-CORAL,np_P,0.82/0.245,0.604/0.398,0.831/0.219,0.721/0.666
results_np_P,RF-SA,np_P,0.811/0.24,0.627/0.883,0.783/0.166,0.675/0.794
results_np_P,LR,np_P,0.811/0.246,0.616/0.586,0.799/0.213,0.695/0.783
results_np_P,LR-FA,np_P,0.836/0.213,0.708/0.685,0.809/0.282,0.611/0.549
results_np_P,LR-BW,np_P,0.806/0.278,0.679/0.72,0.793/0.29,0.663/0.807
results_np_P,LR-CORAL,np_P,0.83/0.242,0.615/0.525,0.789/0.211,0.756/0.59
results_np_P,LR-SA,np_P,0.82/0.245,0.631/0.608,0.788/0.197,0.633/0.962
results_np_R,RF,np_R,0.756/0.346,0.801/0.206,0.212/0.824,0.904/0.419
results_np_R,RF-FA,np_R,0.067/0.949,0.887/0.436,0.807/0.267,0.981/0.031
results_np_R,RF-BW,np_R,0.75/0.346,0.877/0.428,0.706/0.334,0.907/0.419
results_np_R,RF-CORAL,np_R,0.547/0.548,0.644/0.355,0.174/0.866,0.836/0.5
results_np_R,RF-SA,np_R,0.548/0.519,0.992/0.087,0.883/0.088,0.949/0.297
results_np_R,LR,np_R,0.631/0.451,0.965/0.073,0.141/0.867,0.934/0.369
results_np_R,LR-FA,np_R,0.033/0.976,0.866/0.45,0.794/0.301,0.978/0.042
results_np_R,LR-BW,np_R,0.809/0.273,0.916/0.331,0.958/0.066,0.962/0.246
results_np_R,LR-CORAL,np_R,0.451/0.655,0.946/0.085,0.187/0.813,0.708/0.648
results_np_R,LR-SA,np_R,0.55/0.546,0.934/0.158,0.91/0.085,0.997/0.107
results_np_AUC,RF,AUC,0.5819655295716227,0.554933826391592,0.4919198073851581,0.729280676848396
results_np_AUC,RF-FA,AUC,0.0,0.7227234217937857,0.5638115807289804,0.0
results_np_AUC,RF-BW,AUC,0.0,0.7203134659858494,0.5431469641707788,0.0
results_np_AUC,RF-CORAL,AUC,0.0,0.5052120303162136,0.4891103959569954,0.0
