,,metric,chi-chi,chi-san,san-chi,san-san
results_f,RF,f,0.692,0.502,0.298,0.691
results_f,RF-FA,f,0.554,0.633,0.716,0.476
results_f,RF-BW,f,0.685,0.549,0.711,0.681
results_f,RF-CORAL,f,0.586,0.496,0.285,0.696
results_f,RF-SA,f,0.682,0.509,0.673,0.614
results_f,LR,f,0.633,0.475,0.185,0.679
results_f,LR-FA,f,0.461,0.595,0.668,0.523
results_f,LR-BW,f,0.698,0.481,0.703,0.618
results_f,LR-CORAL,f,0.531,0.509,0.214,0.678
results_f,LR-SA,f,0.577,0.518,0.689,0.521
results_f_std,RF,f_std,0.006,0.015,0.049,0.002
results_f_std,RF-FA,f_std,0.015,0.006,0.002,0.003
results_f_std,RF-BW,f_std,0.004,0.005,0.002,0.004
results_f_std,RF-CORAL,f_std,0.04,0.012,0.045,0.003
results_f_std,RF-SA,f_std,0.029,0.018,0.002,0.021
results_f_std,LR,f_std,0.003,0.01,0.039,0.002
results_f_std,LR-FA,f_std,0.012,0.002,0.002,0.005
results_f_std,LR-BW,f_std,0.004,0.009,0.003,0.003
results_f_std,LR-CORAL,f_std,0.032,0.013,0.023,0.004
results_f_std,LR-SA,f_std,0.021,0.006,0.003,0.005
results_np,RF,np,0.79/0.325,0.732/0.146,0.284/0.35,0.793/0.535
results_np,RF-FA,np,0.64/0.236,0.777/0.41,0.843/0.244,0.747/0.058
results_np,RF-BW,np,0.783/0.316,0.754/0.232,0.84/0.227,0.791/0.51
results_np,RF-CORAL,np,0.652/0.34,0.583/0.362,0.268/0.349,0.768/0.585
results_np,RF-SA,np,0.789/0.283,0.765/0.114,0.825/0.104,0.751/0.402
results_np,LR,np,0.717/0.321,0.756/0.042,0.143/0.342,0.796/0.498
results_np,LR-FA,np,0.495/0.338,0.78/0.311,0.76/0.325,0.765/0.15
results_np,LR-BW,np,0.835/0.184,0.759/0.05,0.826/0.24,0.786/0.36
results_np,LR-CORAL,np,0.579/0.352,0.751/0.135,0.178/0.347,0.719/0.615
results_np,LR-SA,np,0.639/0.344,0.754/0.154,0.851/0.086,0.768/0.139
results_np_std,RF,np_std,0.007/0.325,0.003/0.146,0.062/0.35,0.001/0.535
results_np_std,RF-FA,np_std,0.021/0.236,0.003/0.41,0.001/0.244,0.002/0.058
results_np_std,RF-BW,np_std,0.004/0.316,0.002/0.232,0.001/0.227,0.003/0.51
results_np_std,RF-CORAL,np_std,0.053/0.34,0.049/0.362,0.057/0.349,0.003/0.585
results_np_std,RF-SA,np_std,0.045/0.283,0.003/0.114,0.006/0.104,0.029/0.402
results_np_std,LR,np_std,0.003/0.321,0.001/0.042,0.05/0.342,0.002/0.498
results_np_std,LR-FA,np_std,0.016/0.338,0.001/0.311,0.003/0.325,0.0/0.15
results_np_std,LR-BW,np_std,0.008/0.184,0.001/0.05,0.009/0.24,0.0/0.36
results_np_std,LR-CORAL,np_std,0.041/0.352,0.007/0.135,0.03/0.347,0.006/0.615
results_np_std,LR-SA,np_std,0.029/0.344,0.005/0.154,0.005/0.086,0.001/0.139
results_np_P,RF,np_P,0.818/0.293,0.609/0.409,0.83/0.219,0.706/0.74
results_np_P,RF-FA,np_P,0.762/0.176,0.668/0.726,0.805/0.316,0.607/0.414
results_np_P,RF-BW,np_P,0.815/0.282,0.629/0.613,0.802/0.296,0.697/0.746
results_np_P,RF-CORAL,np_P,0.821/0.246,0.589/0.365,0.827/0.218,0.729/0.649
results_np_P,RF-SA,np_P,0.808/0.275,0.621/0.919,0.78/0.146,0.658/0.636
results_np_P,LR,np_P,0.812/0.25,0.61/0.716,0.766/0.211,0.694/0.779
results_np_P,LR-FA,np_P,0.812/0.223,0.65/0.83,0.816/0.272,0.624/0.805
results_np_P,LR-BW,np_P,0.794/0.25,0.613/0.962,0.802/0.279,0.66/0.839
results_np_P,LR-CORAL,np_P,0.829/0.241,0.617/0.582,0.816/0.214,0.757/0.576
results_np_P,LR-SA,np_P,0.823/0.246,0.619/0.613,0.786/0.173,0.625/0.952
results_np_R,RF,np_R,0.764/0.366,0.918/0.089,0.173/0.867,0.905/0.418
