,,metric,chi-chi,chi-san,san-chi,san-san
results_np_P,RF-FA,np_P,0.775/0.175,0.693/0.736,0.803/0.272,0.602/0.36
results_np_P,RF-BW,np_P,0.813/0.277,0.683/0.687,0.807/0.289,0.7/0.746
results_np_P,RF-CORAL,np_P,0.834/0.238,0.584/0.372,0.824/0.216,0.719/0.683
results_np_P,RF-SA,np_P,0.814/0.273,0.616/0.75,0.78/0.126,0.691/0.754
results_np_P,LR,np_P,0.812/0.25,0.617/0.66,0.799/0.213,0.694/0.777
results_np_P,LR-FA,np_P,0.788/0.21,0.666/0.76,0.813/0.249,0.624/0.462
results_np_P,LR-BW,np_P,0.795/0.281,0.657/0.847,0.803/0.26,0.651/0.782
results_np_P,LR-CORAL,np_P,0.838/0.236,0.626/0.491,0.79/0.211,0.749/0.597
results_np_P,LR-SA,np_P,0.818/0.249,0.621/0.581,0.787/0.187,0.632/0.961
results_np_R,RF,np_R,0.765/0.337,0.801/0.212,0.234/0.781,0.904/0.412
results_np_R,RF-FA,np_R,0.709/0.231,0.913/0.376,0.825/0.245,0.868/0.114
results_np_R,RF-BW,np_R,0.756/0.349,0.893/0.362,0.833/0.254,0.912/0.397
results_np_R,RF-CORAL,np_R,0.389/0.707,0.478/0.477,0.136/0.888,0.852/0.485
results_np_R,RF-SA,np_R,0.691/0.402,0.991/0.045,0.896/0.056,0.921/0.363
results_np_R,LR,np_R,0.643/0.444,0.977/0.066,0.118/0.889,0.931/0.368
results_np_R,LR-FA,np_R,0.606/0.392,0.945/0.268,0.628/0.461,0.822/0.236
results_np_R,LR-BW,np_R,0.931/0.101,0.975/0.214,0.791/0.274,0.963/0.203
results_np_R,LR-CORAL,np_R,0.354/0.743,0.856/0.211,0.193/0.807,0.727/0.623
results_np_R,LR-SA,np_R,0.593/0.504,0.95/0.105,0.936/0.055,0.997/0.104
results_np_AUC,RF,AUC,0.5786091682757635,0.5190907425640556,0.4850173305680707,0.7303597188194079
results_np_AUC,RF-FA,AUC,0.0,0.6924701760813318,0.5617968485541968,0.0
results_np_AUC,RF-BW,AUC,0.0,0.6905754127263986,0.5600578798064316,0.0
results_np_AUC,RF-CORAL,AUC,0.0,0.451261362855769,0.49048139407375624,0.0
results_np_AUC,RF-SA,AUC,0.0,0.6776841526801456,0.4740927316503373,0.0
results_np_AUC,LR,AUC,0.5792692078476246,0.5690186156206352,0.5021181911368566,0.727517573787008
results_np_AUC,LR-FA,AUC,0.0,0.6464091086025691,0.5651659872702567,0.0
results_np_AUC,LR-BW,AUC,0.0,0.6818200032056418,0.5548038809030013,0.0
results_np_AUC,LR-CORAL,AUC,0.0,0.5424318228653859,0.4943123316408019,0.0
results_np_AUC,LR-SA,AUC,0.0,0.5690214778009297,0.5021185725523851,0.0
