,,metric,chi-chi,chi-san,san-chi,san-san
results_np_std,LR,np_std,0.009/0.328,0.002/0.061,0.028/0.342,0.001/0.498
results_np_std,LR-FA,np_std,0.002/0.349,0.001/0.488,0.001/0.296,0.012/0.214
results_np_std,LR-BW,np_std,0.009/0.231,0.002/0.355,0.011/0.173,0.001/0.231
results_np_std,LR-CORAL,np_std,0.04/0.349,0.007/0.123,0.031/0.34,0.005/0.617
results_np_std,LR-SA,np_std,0.04/0.347,0.003/0.189,0.005/0.094,0.002/0.191
results_np_P,RF,np_P,0.81/0.274,0.606/0.41,0.816/0.217,0.705/0.739
results_np_P,RF-FA,np_P,0.835/0.215,0.711/0.734,0.802/0.301,0.61/0.522
results_np_P,RF-BW,np_P,0.813/0.278,0.709/0.716,0.798/0.277,0.7/0.743
results_np_P,RF-CORAL,np_P,0.819/0.244,0.596/0.374,0.821/0.218,0.725/0.653
results_np_P,RF-SA,np_P,0.807/0.27,0.621/0.816,0.779/0.123,0.65/0.506
results_np_P,LR,np_P,0.814/0.248,0.612/0.704,0.796/0.212,0.694/0.778
results_np_P,LR-FA,np_P,0.872/0.212,0.692/0.803,0.804/0.243,0.584/0.308
results_np_P,LR-BW,np_P,0.803/0.307,0.658/0.8,0.799/0.327,0.635/0.799
results_np_P,LR-CORAL,np_P,0.827/0.237,0.615/0.583,0.794/0.212,0.755/0.592
results_np_P,LR-SA,np_P,0.825/0.241,0.624/0.608,0.787/0.19,0.632/0.962
results_np_R,RF,np_R,0.766/0.329,0.88/0.12,0.198/0.83,0.905/0.416
results_np_R,RF-FA,np_R,0.09/0.934,0.897/0.439,0.886/0.183,0.981/0.032
results_np_R,RF-BW,np_R,0.756/0.351,0.887/0.44,0.89/0.158,0.911/0.397
results_np_R,RF-CORAL,np_R,0.542/0.552,0.563/0.41,0.174/0.859,0.82/0.521
results_np_R,RF-SA,np_R,0.751/0.313,0.985/0.07,0.89/0.058,0.773/0.357
results_np_R,LR,np_R,0.609/0.482,0.989/0.033,0.124/0.881,0.932/0.367
results_np_R,LR-FA,np_R,0.005/0.997,0.944/0.351,0.682/0.38,0.759/0.165
results_np_R,LR-BW,np_R,0.886/0.188,0.963/0.228,0.932/0.123,0.978/0.135
results_np_R,LR-CORAL,np_R,0.428/0.664,0.964/0.069,0.146/0.857,0.711/0.645
results_np_R,LR-SA,np_R,0.476/0.621,0.952/0.113,0.929/0.063,0.997/0.106
results_np_AUC,RF,AUC,0.5785095234689741,0.556714102534747,0.48834127154401774,0.7325435623840818
results_np_AUC,RF-FA,AUC,0.0,0.7306287637670872,0.5768510333976973,0.0
results_np_AUC,RF-BW,AUC,0.0,0.7261165365328693,0.5716773224629907,0.0
results_np_AUC,RF-CORAL,AUC,0.0,0.48513812882101065,0.4930311568809745,0.0
results_np_AUC,RF-SA,AUC,0.0,0.6775210084033613,0.45777196119096997,0.0
results_np_AUC,LR,AUC,0.581700731841045,0.6057060426350376,0.49879339197597083,0.727517573787008
results_np_AUC,LR-FA,AUC,0.0,0.7092854853112908,0.5644371021955231,0.0
results_np_AUC,LR-BW,AUC,0.0,0.7131608774299911,0.5500478199718706,0.0
results_np_AUC,LR-CORAL,AUC,0.0,0.56222093742129,0.4896146272855134,0.0
results_np_AUC,LR-SA,AUC,0.0,0.6060809882536121,0.49879339197597083,0.0
