,,metric,chi-chi,chi-san,san-chi,san-san
results_f,RF,f,0.682,0.528,0.263,0.69
results_f,RF-FA,f,0.367,0.677,0.729,0.525
results_f,RF-BW,f,0.662,0.671,0.724,0.685
results_f,RF-CORAL,f,0.517,0.506,0.296,0.694
results_f,RF-SA,f,0.605,0.506,0.671,0.503
results_f,LR,f,0.627,0.499,0.18,0.68
results_f,LR-FA,f,0.208,0.675,0.696,0.517
results_f,LR-BW,f,0.709,0.629,0.719,0.591
results_f,LR-CORAL,f,0.525,0.508,0.201,0.679
results_f,LR-SA,f,0.582,0.549,0.69,0.522
results_f_std,RF,f_std,0.014,0.016,0.083,0.003
results_f_std,RF-FA,f_std,0.043,0.004,0.001,0.012
results_f_std,RF-BW,f_std,0.011,0.002,0.002,0.005
results_f_std,RF-CORAL,f_std,0.025,0.03,0.05,0.003
results_f_std,RF-SA,f_std,0.061,0.036,0.003,0.074
results_f_std,LR,f_std,0.003,0.008,0.025,0.002
results_f_std,LR-FA,f_std,0.004,0.002,0.001,0.004
results_f_std,LR-BW,f_std,0.002,0.003,0.002,0.004
results_f_std,LR-CORAL,f_std,0.035,0.007,0.024,0.004
results_f_std,LR-SA,f_std,0.024,0.015,0.003,0.005
results_np,RF,np,0.781/0.31,0.71/0.248,0.241/0.344,0.794/0.531
results_np,RF-FA,np,0.374/0.341,0.791/0.503,0.846/0.293,0.751/0.177
results_np,RF-BW,np,0.757/0.31,0.782/0.5,0.848/0.261,0.792/0.519
results_np,RF-CORAL,np,0.562/0.347,0.613/0.339,0.282/0.349,0.758/0.597
results_np,RF-SA,np,0.683/0.317,0.76/0.113,0.826/0.092,0.511/0.49
results_np,LR,np,0.709/0.321,0.753/0.108,0.137/0.341,0.797/0.5
results_np,LR-FA,np,0.172/0.342,0.801/0.481,0.799/0.312,0.682/0.261
results_np,LR-BW,np,0.859/0.149,0.79/0.381,0.866/0.168,0.777/0.305
results_np,LR-CORAL,np,0.573/0.347,0.745/0.142,0.163/0.346,0.72/0.616
results_np,LR-SA,np,0.648/0.336,0.752/0.236,0.852/0.084,0.768/0.142
results_np_std,RF,np_std,0.02/0.31,0.013/0.248,0.108/0.344,0.001/0.531
results_np_std,RF-FA,np_std,0.057/0.341,0.003/0.503,0.002/0.293,0.003/0.177
results_np_std,RF-BW,np_std,0.013/0.31,0.001/0.5,0.002/0.261,0.002/0.519
results_np_std,RF-CORAL,np_std,0.032/0.347,0.073/0.339,0.064/0.349,0.007/0.597
results_np_std,RF-SA,np_std,0.084/0.317,0.004/0.113,0.004/0.092,0.114/0.49
results_np_std,LR,np_std,0.004/0.321,0.001/0.108,0.032/0.341,0.002/0.5
results_np_std,LR-FA,np_std,0.005/0.342,0.001/0.481,0.001/0.312,0.01/0.261
results_np_std,LR-BW,np_std,0.008/0.149,0.001/0.381,0.006/0.168,0.001/0.305
results_np_std,LR-CORAL,np_std,0.047/0.347,0.009/0.142,0.031/0.346,0.006/0.616
results_np_std,LR-SA,np_std,0.033/0.336,0.003/0.236,0.006/0.084,0.001/0.142
results_np_P,RF,np_P,0.813/0.279,0.613/0.425,0.819/0.215,0.705/0.747
results_np_P,RF-FA,np_P,0.812/0.218,0.695/0.75,0.814/0.357,0.621/0.577
results_np_P,RF-BW,np_P,0.811/0.261,0.693/0.712,0.808/0.343,0.7/0.744
results_np_P,RF-CORAL,np_P,0.824/0.236,0.595/0.38,0.827/0.219,0.737/0.628
results_np_P,RF-SA,np_P,0.813/0.251,0.619/0.743,0.779/0.133,0.62/0.42
